category,text,label
not relevant,"The Sweet Shop Rose
Hmm... What's next on the list?　Let's start rebuilding a sweet shop! 「The Sweet Shop Rose」
https://suk9.com/r/candymaker/i/ pic.twitter.com/CdBxmOsyZe",0
not relevant,Just a very few...and barely!,0
not relevant,POGGERS!!,0
not relevant,sweet. https://twitter.com/jbfan911/status/1290132838713499649 …pic.twitter.com/hiJYdvn8g8,0
not relevant,Dang it @jordanknight so much for me just having sweet and innocent thoughts today🤣🤣❤️❤️😍😍🤪🤪🤪 I got lots to say trust me but gonna keep my damn mouth shut🤭🤭🤭🤭🤣🤣🤣,0
not relevant,Or broke. Everybody having a bad time when somebody ain’t got enough money to do all the activities lmaohttps://twitter.com/powder_beignet/status/1290309672784637952 …,0
not relevant,I will tune into my dvr copy 2 hours in -- that's the sweet spots. No commercials babyyy,0
not relevant,Is me @bluebaby801 and our sweet kitty Swiss Miss pic.twitter.com/dLXfJkG0xT,0
not relevant,Banana rum dangerous😂. That sweet as ever and have same alcohol content,0
not relevant,"Matchday One: 4-0

Utter domination from the Pimps. A hattrick from Donny and a sweet finish from Amy Winehouse results in the perfect start to our Division 4 campaign.

#RichPimps",0
not relevant,Wha... what the fuvk.https://twitter.com/stillgray/status/1290407418539552769 …,0
not relevant,"Sending peace and love to you from the sweet boys and girls I habe loved, present and past.",0
not relevant,"************
People see the asterisks and thing it's hiding the characters, but it's all asterisks!",0
not relevant,Awe you’re so sweet. I have to pay my electric bill in cash and another bill. But my other bills I was able to pay online. But the rest of my money is stuck on that card. At least it’s not stolen!,0
not relevant,He’s so sweet. I’ve seen him raid some amazing streamers he knows who deserves it for sure. Humble af.,0
not relevant,"Pinot noir , sangria, sweet red , zinfindel",0
not relevant,"There's an Urdu song:
Dunya mein kitna gham hai, 
Mera gham kitna kam hai,
Logon ka gham dekha to,
Mein apna gham bhool gaya.

There's so much pain in this world, 
My pain is so little,
When I saw other people's pain,
I forgot my own.",0
not relevant,"""i can be a sweet             ""or a beautiful 
 dream""                               nightmare""

#HARUTO #TREASUREpic.twitter.com/u86EmkmgUW",0
not relevant,Happy birthday my sweet ❤️❤️,0
not relevant,SHALFJAKX STOP UR SO SWEET AISIXAKKCOA I HATE MY SMILE AHDJKAJS AHHA IM SO INSECURE ABOUT IT THANK YOOOOU,0
not relevant,This is so sweet. I just keep watching it. https://twitter.com/petergammo/status/1292174552085143552 …,0
not relevant,🐾💚Sweet & happy👍💙🐾,0
not relevant,you’re so sweet 🥺 thank you!,0
not relevant,That massage video...sweet baby Jesus,0
not relevant,"Laycon is a friend to keep for life❤💯💡
#AFriendLikeLaycon
#BBNaija
#AFriendLikeLaycon
#BBNaija",0
not relevant,Dari #dapurbijaknoreen 😍 @ Home Sweet Home https://www.instagram.com/p/CDpcwi5jkxm/?igshid=1onfd4azsvov3 …,0
not relevant,Awww that’s so sweet!,0
not relevant,I just entered for a chance to win the @Browning Gearbox in celebration of National Shooting Sports Month and +ONE Movement! Check out this sweet giveaway package. #letsgoshootinghttps://swee.ps/pDbQv_UUNKEQa ,0
not relevant,You know you are a old when your anniversary dinner is at 5! But seriously my sweet hubby was trying to work with my 3:30 fasting cut off.  Love him for that! #28andcountng @ Federal… https://www.instagram.com/p/CDpcwpGApnDDold9gJRg81P4vajIM2VgAAlQ7g0/?igshid=1wpjjk1mksytz …,0
not relevant,Sweet art shows are always nice and cozy,0
not relevant,"Follow my incredible body positive and totally sweet and empowering friend @JedButFree 

He's on a Spoonie body positivity quest this week and you need to be a part of it! ♥️💚💛💜

Thank you 😘pic.twitter.com/ZP3YMMryfX",0
not relevant,"Ella Mai - Boo'd Up https://youtu.be/6YNZlXfW6Ho  via @YouTube  I am Who I AM~I AM THAT I AM~I am Nature, Spirituality,Sweet,SOFT,Kind,Fun,Happy~So many things~I shall never explain myself~If you like it, great~If not, great~I don't truly care whether any likes, loves or doesn't me~ pic.twitter.com/FkJ7pNvqM3",0
not relevant,"Oh, that's your ""anything""?
Damn ambiguity 🤣🤣🤣
Sorry",0
not relevant,Yaassssss I see you cheri 😍🥰💕,0
not relevant,Mmmhmmm lolhttps://twitter.com/BiggDracco/status/1290759888470040576 …,0
not relevant,Sweet dreams! 🙏🏻❤️🤗,0
not relevant,"If you’re not in education you really don’t get it. My biggest problem with this is that when kids group up bc they all went to the restroom at the same time and something bad happens, what’s the first thing people say?",0
not relevant,Me a'f!!!https://twitter.com/aj_fairley/status/1290436934641295360 …,0
not relevant,🥺 ur so sweet I-,0
not relevant,Too many RIPs maneee,0
not relevant,Can it just be next week already,0
not relevant,@CourtM21 OMG courtney am so sorry but I hope you feel better 💕,0
not relevant,Nighty night my lovely sweet fren Irene. I hope you had a wonderful day 🙏🐾🤗😊😘😍❤️💜💙💚🧡🦋🌷,0
not relevant,Yes😭🤣 like that’s so wack lol gotta go to the park now or do at home workouts lol,0
not relevant,sweet little girl! I love her pretty eyes 😭🖤,0
not relevant,now my life is sweet like cinnamon 🧚,0
not relevant,"How sweet of you to be so understanding of us entitled desis 😽😻
But seriously.. wtf?!",0
not relevant,There’s only about 4 of them I truly can’t stand. lol but we’ll see how the season progresses cuz that’s gone definitely changehttps://twitter.com/PoisonPink93/status/1290798465199439872 …,0
not relevant,I was there! Beauty!https://twitter.com/fish1gerry/status/1290607408071372800 …,0
not relevant,"Sweet popcorn is garbage, that shit has like 1mg of sugar on it https://twitter.com/kwhitneyy19/status/1292967503887564800 …",0
not relevant,Sweet Jesus 😍🥵 https://twitter.com/glncoco_/status/1292929566361579520 …,0
not relevant,So sweet 💕 https://twitter.com/bonvoyage_kv/status/1292943661722775557 …,0
not relevant,Sweet summer day #ExaONCE #ExaBFF @JYPETWICE,0
not relevant,you’re so sweet thank u sm luv,0
not relevant,Gonna look sweet when it drys pic.twitter.com/caYwilQYNQ,0
not relevant,"sweet dreams, baby♡♡",0
not relevant,"School, dermatologist appointment, I just hate waking up early.",0
not relevant,everyone before i posted my headcanon thread thought i was so sweet and would never dare harm me but now it’s shoot on sight and i respect that,0
not relevant,Harry Styles ❤♪https://twitter.com/billboardcharts/status/1292878249517883392 …,0
not relevant,"I hope Andrew realizes if I’d Libby’s dad packs his bags, he is going to pack up the money, too.",0
not relevant,Was looking forward to my toasted (it’s not) Sweet Onion Chicken Teriyaki @SUBWAY sandwich and this is...disappointing.pic.twitter.com/XhmSyOgRZ7,0
not relevant,"ok they are AMAZING everyone must try omg ok so buy:
Fennel bulbs
Parnisps
Turnips
Sweet cherry tomatoes 

Toss the cut up veggies in olive oil, honey, salt, pepper, thyme, and red hot pepper flakes.

Those roasted root veggies are already naturally slightly sweet when roasted https://twitter.com/nayimathuns/status/1292955806305067009 …",0
not relevant,thx sweet heart 🖤,0
not relevant,"Voten por Stay Gold y Sweet Night en http://bit.ly/2GXwZmG 

(#MTVHottest BTS @BTS_twt)pic.twitter.com/3je2HukZwb",0
not relevant,Happy birthday sweet ❤️,0
not relevant,Sweet i am out now too.,0
not relevant,Straight too Twitter 😂lmao I’m done here,0
not relevant,that’s literally so sweet :( https://twitter.com/OGTNAF/status/1291658008003567617 …,0
not relevant,Money sweet just as this lie Sweet.,0
not relevant,😂😂sweet dreams,0
not relevant,Home sweet home 🥰,0
not relevant,You are so sweet ilysm 😭💜 pic.twitter.com/jX9ca9Ta0G,0
not relevant,aw.. too sweet 😖,0
not relevant,❤️ and prayers for this sweet pup!,0
not relevant,@OkumuraIIII @gontskk @sadcomage @pred0lusca flor,0
not relevant,sweet or savory?,0
not relevant,Dude that's fucking *sweet*,0
not relevant,Sweet girl...know you are giving her lots of extra attention.,0
not relevant,"that coffee better be bitter, sweet, creamy and steaming hot or it'll be traveling north bin",0
not relevant,Sweet.....,0
not relevant,oh hush i’m sure you’re sweet! 😤❤️,0
not relevant,"But honestly we are so down to earth, sweet, we love to be around people, 💕",0
not relevant,Just enjoy it Hana.,0
not relevant,Deets on the frock,0
not relevant,Sweet.  Baby.  Jesus.,0
not relevant,y'all ever feel bad for being a bitch to someone that was sweet to u? 😭🥺 like im sorry it won't happen again omg 😭🥺🥺🥺🥺🥺🥺🥺,0
not relevant,"it’s okay ,,, for 60 cals yes it’s good and it dulls sweet cravings so",0
not relevant,My sweet angel baby 🥺🥺,0
not relevant,"what i think i’ll look like skinny: cute, pixie-like, sweet
what i’ll probably actually look like skinny:",0
not relevant,happy birthday! 💕,0
not relevant,"first: nice sweet cool🥺🥺
current: ANNOYING RUDE WEIRD LOSER GIRL 🙁😐🙄💯🙏😭 https://twitter.com/yesbeila/status/1292611117135650816 …",0
not relevant,I can't get over the gorgeous colors,0
not relevant,Wasn't that the point 😂😂😂,0
not relevant,Partly texture and they’re just too sweet for me. I like sweet things but peaches just seem to go over the edge.,0
not relevant,Pre cum(sweet wata) bring nuff baby 😂,0
not relevant,Ah children of the night what sweet music they make...😂 https://twitter.com/nywolforg/status/1292441750032642048 …,0
not relevant,this is such a sweet picture...I want this framed and hung up in my living room pic.twitter.com/XivwwvPUsU,0
not relevant,"amidst the craziest year in all our lives, @dejon_onbass and I found our light at the end of the tunnel. to our sweet baby, you couldn’t possibly know how much we love you 🎈🧸
📷: @emmaazangerpic.twitter.com/Fhv8EPMOFl",0
not relevant,Mmmmmm I thought aye lmao,0
not relevant,Sweet dreams and make sure you say your prayers. 🥰,0
not relevant,snow bunnies love me,0
not relevant,"""You really should have counted loyalty day because it was almost 60 yesterday and everything will be too warm

snow:",0
not relevant,"She showed me 1300 cases of voter fraud

Thats not enough to cancel a method of voting

Sorry",0
not relevant,"I've only seen one with Kankuro and the snow one, could you recommend me some other ones?",0
not relevant,*harm. Sorry lol,0
not relevant,I believe he's been to 6 exclusive country clubspic.twitter.com/fGJh8a5xI3,0
not relevant,i guess dis make me smile a lil knowing that snow bunny fever wore off after dis event https://twitter.com/seaofjimin/status/1292584323548405761 …,0
not relevant,"macaroni in a pot, that’s some WAP🤪",0
not relevant,"noooooo!!!!!
i love winter but i’m not ready for it yet!!  
i would like to put in an order for a nice day on the 19th (when i’m planning for @ironlegsmtnrace)...say something like starting around 9C and peaking at around 20C with blue skies and a bit of cloud...
no snow!",0
not relevant,Hes getting sawft,0
not relevant,snow,0
not relevant,Every single thing ive said to you has been a counterpoint,0
not relevant,The day they will have Brighto time in this house ehn e go shock am.,0
not relevant,I want you to touch the back of my throat🤪,0
not relevant,Black Lives Matters is a terrorist organization. The Klan with a Tan. Look at Black Lives Matters goals on their website. Defund the Police and Dismantle Nuclear Families. Pretty sure less fathers in the black community wouldn't be a good thing. Nor would less police.,0
not relevant,I know I just playing with the snow app,0
not relevant,"The dead cat was given a voter registration card, meaning it could have voted in person

You're literally advocating for canceling the election now",0
not relevant,ya but it's much less exciting that way,0
not relevant,snow storm -euphoria- GRV,0
not relevant,I soon dip out to an island.,0
not relevant,"Depends on what you’re trying to do and the spirit in which you do it, I guess?",0
not relevant,Ugh that Soroka injury looks so painful!,0
not relevant,//I like how some starters for this event have Ivetta being sweet and giving the person a break (Mercedes ily) and then she's fucking MARCHING down to Abyss with knights for Yuri.,0
not relevant,"So the artist who made ""Coochie"", his project is called ""Coochie Land"" and three out of the five songs have the word coochie in it.",0
not relevant,lmfaooooooo,0
not relevant,"You’re welcome, I hope you loved my letter ❤️❤️❤️pic.twitter.com/dM1S1CoMev",0
not relevant,so lovely! enjoy the snow 🥰🥰🥰,0
not relevant,Wine me plspic.twitter.com/VXZhk26gxU,0
not relevant,"Sure, there is a legal basis to what you're saying, but you'd have to be a complete jackazz to do this. Generally homeowners are responsible for the sidewalk in front of their property though. I don't think this guy is going to be stopping over to rake leaves/shovel snow.",0
not relevant,Your memes keep getting worse,0
not relevant,"Really beginning to feel like no one cares and that I don’t matter. I thought I was doing better but I guess not... 

I’m kinda giving up on everything at this point...",0
not relevant,We got ripped off down in Tassie. Promised half a metre of snow and finished up with only a dusting. -10° up at our shack last night though. Marginally warmer here in Hobart!,0
not relevant,"yall really had me asking mad turkey questions earlier LMAO and i still dont believe the trees protect them in some upstate NY SNOW lmao

https://www.thedailymeal.com/eat/15-things-you-didn-t-know-about-turkey-slideshow …",0
not relevant,I love snow as much as the next guy but woah there buddy,0
not relevant,"Or better yet, be President again",0
not relevant,IM DOING MINE RN PLS I HAVE THE VOICE OF A SPANISH AD WOMAN AKDUAKUSA KHAN DA KGB E HEKK Nnf,0
not relevant,"“Umm....y-yeah.”

Still not entirely sure what the whole process meant, but he was glad.",0
not relevant,Can’t say ghost and not say the coasthttps://twitter.com/jillkrajewski/status/1290350360402505729 …,0
not relevant,It’s super handy,0
not relevant,NO-SCOPE MONTAGEhttps://youtu.be/varsnQGUDZE ,0
not relevant,Pushed them sleds in the snow for nothin smh https://twitter.com/mountainwest/status/1292951396979900417 …,0
not relevant,Snow is coming,0
not relevant,"I’m like this but with food. I may be going for two nights, but already I think we have enough food for a week. Whoops.",0
not relevant,The big rewinsky 😍,0
not relevant,"2020-08-10 16:59:30: test message !@#$%^&*()_+{}|:<>?,./;'[]\-=""""pic.twitter.com/kqJ6CPvAdS",0
not relevant,"stole from snow 
fbanbd plz say sm pic.twitter.com/VH0j7cW5no",0
not relevant,Ok ty,0
not relevant,"The account that accused him of assault lied abt the encounter for twitter clout from woke twitter. It was clear the video & their written encounter on twitter dont match. takes 5 seconds to figure out what happened, why would anybody bother someone in flipflops standing in snow?",0
not relevant,It will go dormant in october here.  We get virtually no snow here and lows very from high teens to high 20s in the dead of winter.  Highs anywhere from 30s to 60s.,0
not relevant,"before christmas!!
like getting off the bus and walking in the snow with your bag of snacks🥺
interacting with the people on stage and just giggling with your friends😭
it was like the highlight",0
not relevant,The first snow 🥺🥺💕💕,0
not relevant,Please vote for Dora and Nengi 😳😳,0
not relevant,"Two abusive brothers, both now dead, and an abusive father, also now dead, and if I had not walked away from them, I would be dead. I chose to live.",0
not relevant,Someone has left the taps running the bath is overflowing.....pic.twitter.com/pIYX7A7ac8,0
not relevant,Happy birthday❣️🎉🎂,0
not relevant,wonder if they doin only snow maps,0
not relevant,:DD thanks snow,0
not relevant,"I just feel Bethesda really dropped the ball i love thw game. But the microtransactions, and now with 1st I get they want to make money. But locking things that should have been with the game day one. And locking it behind paywalls is sad Because i spent a few hundred hours in it",0
not relevant,Live playing #planetside2! Come hang out as I conquer the land of ice and snow! #twitchstreamer #TwitchAffilate #twitchtv #streamerhttp://www.twitch.tv/daxbergensen ,0
not relevant,Check out what I just added to my closet on Poshmark: Boys Snow Pants. https://poshmark.com/listing/5d21e72c08d2c25ed3282731?utm_campaign=referral_code%3DCRENTON&utm_source=tw_sh&utm_content=feature%3Dsh_li_el_ios%26rfuid%3Dext1%3A7dc3a001-059a-4d57-9949-9e8567c6c95c%26ext_trk%3Dbranch … via @poshmarkapp #shopmycloset,0
not relevant,"After being rescued during Verdant Wind/Silver Snow, Rheas dress has less of the accessories, showing she actually has a pretty big chest on her model.",0
not relevant,"Do the responsible thing and turn yourself in, President Snow. Bring Snow White with you. #eldercaremurders",0
not relevant,"Did J. Cole put a curse on no name? It seems like every other week since his snow on the bluff track dropped where he addressed her, she seems to be getting dragged up and down the internet for one thing or another.

I hate to see it.... 😔",0
not relevant,I won the Snow Problem achievement in Forza Horizon 4 for 12 points on #TrueAchievementshttps://www.trueachievements.com/gamer/EscapeTheRoach …,0
not relevant,There was overwhelming dread and outright anger with this one’s snow parka pic.twitter.com/LoejFxnkCr,0
not relevant,"Some big #snow finally on the way ! When walking in the World Heritage Area always be sure you have gained permission from any developers.... Actually, don’t. It belongs to all of us. #Malbena matters.pic.twitter.com/0wX1zUHZHe",0
not relevant,Done 🙏🏻 praying on a blessingpic.twitter.com/R7r4f3MKUd,0
not relevant,Or the flat patina of snow made my judgement poor. But definitely below 1000.,0
not relevant,Oh he plottin right nah..,0
not relevant,Ridin in snow #PS4sharepic.twitter.com/980CQAH5BN,0
not relevant,"It really is. I would love one for weekends and getaways but I’m not sure if I could live on the water all the time; I love my bath too much and emptying the loo every now and again is ok, but in the cold and snow? Not so much.",0
not relevant,Where do y’all live that you’ve never seen snow😭,0
not relevant,FINALLY some snow in Oklahoma Give me the WEATHER.,0
not relevant,"Lol you know nothing, Jon Snow.",0
not relevant,A Tale of Snow Mints and Laptops.,0
not relevant,"𝙲𝙾𝙻𝙳  as  his  fathers  though  ,  but  more
pale.

The  * Snow  was  used  to  being  alone
in  the  𝕯readfort  ;  so  he  felt  a  tad
awkward  —-  𝒐𝒖𝒕  𝒐𝒇  𝒑𝒍𝒂𝒄𝒆  to  be  here
in  the  Red  Keep.

He  had  been  glancing  towards  the
guards  ,  fingers",0
not relevant,"Be like snow: 
Beautiful and Cold.",0
not relevant,:’( ✨✨ thank u so much!!!! i really do love how it turned out...,0
not relevant,omg ive been think abt this ... i dont ship them as partners but i 100% ship them as just like. bros. just homies they hang out sometimes,0
not relevant,"CRYSTAL SNOW #EpiphanyWeek
#JIN #BTS   #SEOKJIN #BTSJIN #ジン #金碩珍 @BTS_twt #방탄소년단 #BTS",0
not relevant,I was pretty surprised at how good they looked. Probably could've gone longer on them. The small gap is weird though. Spec is 0.054. These were all 0.044.,0
not relevant,"Daily gift of Knowledge:

Yellow snow does not mean it is lemon or banana flavoured.",0
not relevant,"Crystal Snow
#EpiphanyWeek
#JIN #BTS #SEOKJIN #BTSJIN #ジン #金碩珍 @BTS_twt #방탄소년단 #BTS",0
not relevant,unfortunately not since that piece was reffed from a cosplay photo of me & a friend and i dont want to profit from the work my friend & the photographer contributed to :’( but thank u for the interest!!! :’))),0
not relevant,"Crystal Snow es hermosa #EpiphanyWeek
#JIN #BTS    #SEOKJIN #BTSJIN #ジン #金碩珍 @BTS_twt #방탄소년단  #BTS  @BTS_twt",0
not relevant,"Canva, InShot, Just Snow, LD, Lightroom, PicsArt, VSCO are solid. I got a Tab S5 earlier this year and absolutely love it.",0
not relevant,"NOW THE SNOW HAS COME ALL THE WIFE DOES IS LOOK THROUGH THE WINDOWS.

I SUPPOSE IF IT GETS WORSE I'LL HAVE TO LET HER IN.",0
not relevant,Born a woman. But by god is that glorious beard!!,0
not relevant,You fear for your life. I fear for my soul.,0
not relevant,"#CoverReveal

Mail-Order Brides for Christmas is up for pre-order now!

https://books2read.com/u/bzjqJD 
https://www.amazon.com/dp/B08DW5YRJ3 

The Mistletoe Brothers are ready to save Snow Valley … even if it means… https://www.instagram.com/p/CDhuSW-gIMY/?igshid=1o11846wnmqyl …",0
not relevant,"Same. You should come to Toronto sometime, so you can see how all the drivers in their fancy cars go completely bananas at the first few snowflakes in the Fall. So irritating. So tiring. So ridiculous.

We're in Canada. It snows. Learn to drive in the snow.",0
not relevant,"Well let's see one thing that causes me suffering are illegals...
What are the the jackasses of America doing about it?  #DemocratsAreDestroyingAmericahttps://twitter.com/RBReich/status/1291123341047169024 …",0
not relevant,"Crystal snow
#EpiphanyWeek
#JIN #BTS   #SEOKJIN #BTSJIN #ジン #金碩珍 @BTS_twt #방탄소년단 #BTS",0
not relevant,Everyone pls report this account he likes unfrosted poptartshttps://twitter.com/Nwzygg/status/1291866650199961601 …,0
not relevant,"""Neither snow nor rain nor heat nor gloom of night stays these couriers from the swift completion of their appointed rounds"" unless it is Friday night in Trump's America and then you must also deal with being canned.",0
not relevant,HURON Aug 7 Climate: Hi: None Lo: 68 Precip: 0.02 Snow: 0.0 https://mesonet.agron.iastate.edu/p.php?pid=202008072356-KFSD-CDUS43-CLIHON …,0
not relevant,SIOUX CITY IA Aug 7 Climate: Hi: 82 Lo: 70 Precip: 0.0 Snow: 0.0 https://mesonet.agron.iastate.edu/p.php?pid=202008072356-KFSD-CDUS43-CLISUX …,0
not relevant,MITCHELL SD Aug 7 Climate: Hi: 85 Lo: 67 Precip: 0.43 Snow: 0.0 https://mesonet.agron.iastate.edu/p.php?pid=202008072356-KFSD-CDUS43-CLIMHE …,0
not relevant,SIOUX FALLS Aug 7 Climate: Hi: 82 Lo: 72 Precip: Trace Snow: 0.0 https://mesonet.agron.iastate.edu/p.php?pid=202008072356-KFSD-CDUS43-CLIFSD …,0
not relevant,Snow crab legs tonight 😋,0
not relevant,SAME HHHHHHHHHHHH,0
not relevant,"Wet ass pussy,",0
not relevant,I love you so much though.,0
not relevant,#metoo today they all say the same shit. It’s not my job. Smh there was a time when we as a community would never shirk away from helping each other.,0
not relevant,Whats your alt?,0
not relevant,Live: President trump holds a racist ego boost.,0
not relevant,pretty sure they said sexy bros,0
not relevant,It’s between Crystal Snow and your eyes tell https://twitter.com/eunhyukie/status/1216936591597457410 …,0
not relevant,"In Malaysia, we have SNOWMERIC Hydra-Boost Brightening Serum by @yelloskincarehq  which has Snow Mushroom & Beta Glucan in the formulation that act as humectant for your skin ❤ https://twitter.com/MakeupForWOC/status/1291880470175784961 …pic.twitter.com/OyjC1njKKA",0
not relevant,"No More Dream Crystal Snow Spring Day Not Today

#MTVHottest BTS @BTS_twt",0
not relevant,Excuse me while I continue to break down because I smell like pee and I don't want Cassie to be grossed out,0
not relevant,"first snow
#ExaEXOL #ExaBFF @weareoneEXO",0
not relevant,"Honestly, the plague wine holes are amazing, I would love that at all establishments please",0
not relevant,“Blade...died.”https://twitter.com/SoftlyRuby/status/1291524341885214730 …,0
not relevant,You know what is better? TWO large dogs on the floor,0
not relevant,December @Stray_Kids,0
not relevant,"Exactly. Some people who talk ceaselessly about we’re all living in the bubbles do not want to get out of their bubbles or comfort zones, but just want to pierce your bubbles. Not the other way around.https://twitter.com/thomassowell/status/1291358936889798656 …",0
not relevant,I'm just tryna go to the bar but these dudes are talking forever to pregame😐,0
not relevant,When kidd Erica Tolanibaj and prince double date 🥰🥰🥰🥺🥺,0
not relevant,November @Stray_Kids,0
not relevant,"(Ooh-ooh) And you gonna be happy
(Ooh-ooh) And you gonna be happy
Like that snow that just settled down

#ExaARMY #ExaBFF @BTS_twt @bts_bighit",0
not relevant,Cristal snow #ExaBFF #ExaARMY @BTS_twt,0
not relevant,"An event @stewalshdublin would be proud of even 8,000 miles awaypic.twitter.com/iMhtDHMVhg",0
not relevant,@kirstiealley snow flake,0
not relevant,It's really all about their #WhitePrivilege being hurt so of course they have to vote for trump. These Christians are not really Christian at all.,0
not relevant,Well if thats what you say then I believe you,0
not relevant,"Changsha de Lay 
#ExaBFF #ExaEXOL @weareoneEXO",0
not relevant,"/ibh/ pilih : 

Home
Boy With Luv
Jump / So What (gabisa milih anjir)
Anpanman
The Truth Untold
Crystal Snow
Your Eyes Tell
Still With You
Young Forever 
I'm Fine

#ExaARMY #ExaBFF (@BTS_twt )",0
not relevant,I would be ugly back and say cats are ugly but guess what dog people acknowledge that cats are cute too (not as cute as dogs but still cute) this just goes to show that cat people are BITTER that's right I said it BITTER!!!,0
not relevant,Oh wow that is so pretty O:,0
not relevant,I still can't get over visualizing the Snow Mexicans picking the avocados. How do they even do that while wearing hockey gloves? Amazing really.,0
not relevant,"That must've been after what you said because I didn't see it.

That's pretty irrelevant if it's after your shitty comment isn't it?",0
not relevant,I meant calling out other people not just jake Paul at the end,0
not relevant,"And thou the silent snow-accusing heart
the firmer virtues grew, and cure. The harp
disturbed her soul, and he and I were start
and shudder! But in came again, and sharp.",0
not relevant,"just curious I saw on ""Fake News"" the Gov. wanna sue the mayor about mask...I have a lot of pushed back proj..",0
not relevant,uzi has everything on there,0
not relevant,YIKES!!!!!!! 🤧🤧🤧,0
not relevant,"Lmao stop being a snow flake I am not descriminating against you ! I hope your health gets better ! But a lot of people are abusing the 600 ! I know a lot of people ! That are going on vacation, shopping spree , throwing big parties, gettin maids 😂",0
not relevant,they couldve just used a different game system that works better for political dramas instead of trying to fit it into 5e,0
not relevant,unfortunately they don't have a great selection of gauges.,0
not relevant,the platform does matter because carti is never gonna put any of his old shit on there,0
not relevant,"Explain #redfored and the use of children for their demands! ""It's always for the kids"" didnt see any kids get anything for that",0
not relevant,"My insurance company is not a public company darling.  I already told you.  When you break your hip shoveling snow, good luck waiting six years to get a replacement. :)  We can discuss that someday when you look at your healthcare system failure.",0
not relevant,Snow,0
not relevant,My power flickered about 6 times today when on and off 5 times but luckily it's been back on since the last time this afternoon.,0
not relevant,LMAAAOOOO!!! Wild af,0
not relevant,Some more Launceston snow by daylight. (I think this is a once-in-forever event.) pic.twitter.com/1XWDzj1GFT,0
not relevant,That was amazing! 😲😍,0
not relevant,Yes I know but there are so many people calling out just jake Paul so I was asking why aren’t those people calling out jake Paul,0
not relevant,Juug Dave - Red snow @Juug_dave https://youtu.be/iBjxl-F7xDw  via @YouTube,0
not relevant,Yes. I will try to figure this out. I am elderly and not computer savvy.,0
not relevant,Feel more tired after the teams merged.,0
not relevant,"Paradise Divide in Crested Butte was awesome. If you’re looking at getting one, let me know. I can get discount at @rackattack. They’re great and local.pic.twitter.com/n8Kz3w1J6D",0
not relevant,She reminds me of President Snow giving a speech during the Hunger Games trilogy,0
not relevant,We Pakistan,0
not relevant,"Missed that one. I was in a really big earthquake once, though. Some trees & buildings fell over. Where I live now we just have tornadoes & snow storms.",0
not relevant,🤣🤣🤣🤣get off my LB,0
not relevant,"Lmaoooo it was so much fun for him she thinks she’s making him work for it, e no know say guyman has her exactly where he wants her.",0
not relevant,"you probably caught some fog during the Suffolk winter meets, between the cold rain and snow",0
not relevant,"Mowed, bailed hay and straw, hoed, painted, picked veggies and berries, shoveled snow, farmed...oh man...I'm tired.  Great memories!!",0
not relevant,If only,0
not relevant,"We were ready to go 😂 and I hate snow, but I wasn’t even trippin cause I saw big 10 😅",0
not relevant,Calling yourself a patriot is not antithetical to being one.,0
not relevant,pokemon but like besides that super gals and a little snow fairy sugar https://twitter.com/h0ekyuu/status/1289896848820330496 …,0
not relevant,NOOOO THE NETWORK CONNECTION IN OUR CITY CONKED OUT im gonna be much less active till it comes back T_T we dont know how much longer itll take to fix it... Waaaaaaaaaapic.twitter.com/sdeapnKEgK,0
not relevant,"Crystal Snow
#ARMYTeamEarth_D2
#ARMYElementsBattle_D2
@BTS_twt
#방탄소년단
#BTSARMY
#BTS_Dynamite
#BTSpic.twitter.com/N5r53PwNvc",0
not relevant,this would be great in the snow https://twitter.com/rympii/status/1289708127978430465 …,0
not relevant,"And when you thought you stopped loving the person, the next thing you know, you are loving his/her soul. You see, you never really fall out of love or ran out of things to love, because when you love, you love everything, every fiber of his/her being, and that is infinite.",0
not relevant,Yassss I hope she does it,0
not relevant,Apologies- I must have misunderstood. I thought “wants to have sex with” meant youthful attraction to him. I now see y’all meant she is a promiscuous woman.,0
not relevant,"Snow White and the Seven Dwarfs, 1987 reissue.",0
not relevant,"In the theatre, a release of Snow White. 
At home, the earliest I remember is Annie.",0
not relevant,Maria’s expecting 🥰🥰,0
not relevant,YOU CANT SEE ME LMAOhttps://twitter.com/_untuckedjersey/status/1292243268592209921 …,0
not relevant,"muse- bokura no live kimi to no life/super love super live

aqours- dance with minotaurus

arise- shocking party

saint snow- crash mind

nijigaku- mirai harmony",0
not relevant,Doneeeeee,0
not relevant,Quite refreshing 🍋🍻 - Drinking an All Pink Everything by @Ruralroutesbrew @ Snowfort  —http://untp.beer/s/c928195112 ,0
not relevant,I love you snow deer heart eye emoji,0
not relevant,Doneee,0
not relevant,"Beyoncé is singing like how she is on Bigger and Otherside yet she isn't a 'vocal goddess'?

Okay Jan.",0
not relevant,Black or White,0
not relevant,Dead Snow has Zombie Nazis if you want a funny horror movie,0
not relevant,Of course it does. 🙃,0
not relevant,I was whooping this nigga ass in my dream last night. I knew it was a dream before I woke up doe cuz the idea of fighting a mf seems so exhausting anymore 😅😂,0
not relevant,I support Angel Dust having his own OnlyFans if he was alive today #hazbinhotel #hazbinhotelangeldust,0
not relevant,CONGRATSSSSSS YAYY IM HAPPY FOR YOU ^^,0
not relevant,idk your music taste but i like listening to bust your kneecaps by pomplamoose sometimes 👍,0
